"geneSymbol","disease_merge"
"IL1B","Cerebral Thrombosis"
"IL1B","Arthritis"
"IL1B","Urticaria"
"IL1B","Hypertensive disease"
"IL1B","Tumoral calcinosis"
"IL1B","Gastric ulcer"
"IL1B","Pleocytosis"
"IL1B","Cardiomyopathy"
"IL1B","Gastric Cancer"
"IL1B","Trigeminal neuralgia"
"IL1B","Meniere Disease"
"IL1B","Kearns-Sayre syndrome"
"IL1B","Bipolar Disorder"
"IL1B","Glioblastoma"
"IL1B","Sleep Disorders"
"IL1B","Osteoporosis"
"IL1B","Glomerulonephritis"
"IL1B","Nephritis"
"IL1B","Anthracosis"
"IL1B","Gastritis"
"IL1B","Marginal ulcer"
"IL1B","Learning Disorders"
"IL1B","Hyperemia"
"IL1B","Peptic Ulcer"
"IL1B","Atonic seizures"
"IL1B","Myocardial Diseases"
"IL1B","Pustulosis"
"IL1B","Stroke"
"IL1B","Neutropenia"
"IL1B","Alzheimer Disease"
"IL1B","Senile Dementia"
"IL1B","Eczema"
"IL1B","Lymphopenia"
"IL1B","MELAS Syndrome"
"IL1B","Luft Disease"
"IL1B","Psoriasis"
"IL1B","Leber optic atrophy"
"IL1B","Cribriform Carcinoma"
"IL1B","Carcinoma"
"IL1RN","Rheumatoid Arthritis"
"IL1RN","Bronchial hyperreactivity"
"IL1RN","Status Epilepticus"
"IL1RN","Autistic Disorder"
"IL1RN","Juvenile arthritis"
"IL1RN","Prostate cancer"
"IL1RN","Liver Failure"
"IL1RN","Dermatitis"
"IL1RN","Learning Disorders"
"IL1RN","Myocardial Infarction"
"IL1RN","Stroke"
"IL1RN","Anthracosis"
"IL1RN","Bipolar Disorder"
"IL1RN","Delirium"
"IL1RN","Dysthymic Disorder"
"IL1RN","Myositis"
"IL1RN","Asthma"
"IL1RN","Cerebral Ischemia"
"IL1RN","Gout"
"IL1RN","Schnitzler Syndrome"
"IL1RN","Myopathy"
"IL1RN","Still Disease"
"IL1RN","Multiple Sclerosis"
"IL1RN","OMPP"
"IL1RN","Pulmonary Fibrosis"
"IL1RN","Arsenic Encephalopathy"
"IL1RN","Mood Disorders"
"IL1RN","Psychosis"
"IL1RN","Colonic Neoplasms"
"IL1RN","Petit mal status"
"IL2","Lung Cancer"
"IL2","Mental Depression"
"IL2","Glioblastoma"
"IL2","Autoimmune Hepatitis"
"IL2","Prostate cancer"
"IL2","Anemia"
"IL2","Vaginal Neoplasms"
"IL2","Amnesia"
"IL2","Brain Neoplasms"
"IL2","Renal Cancer"
"IL2","Glomerulonephritis"
"IL2","Nephrotic Syndrome"
"IL2","HIV Infections"
"IL2","Nephritis"
"IL2","Liver Cancer"
"IL2","Leukopenia"
"IL2","Glioblastoma Multiforme"
"IL2","Leukemia"
"IL2","Bladder Cancer"
"IL2","Dermatitis"
"IL2","HIV Coinfection"
"IL2","Neoplasms"
"IL2","Involutional paraphrenia"
"IL2","Autistic Disorder"
"IL2","Schizophrenia"
"IL2","AIDS"
"IL2","Psychosis"
"IL23A","Pustulosis"
"IL23A","Rheumatoid Arthritis"
"IL23A","Psoriasis"
"IL27","Prostate cancer"
"IL27","Cholangitis"
"IL27","Crohn Disease"
"IL27","Spondylitis"
"IL27","Diabetes Mellitus "
"IL27","Inflammatory Bowel Diseases"
"IL27","Ketosis-prone diabetes"
"IL27","Psoriasis"
"IL27","Autoimmune Diabetes"
"IL27","Colitis"
"IL27","Brittle diabetes"
"IL33","Pneumonia"
"IL33","Asthma"
"IL33","Dermatitis"
"IL33","Endometriosis"
"IL33","Lung Cancer"
"IL33","Eczema"
"IL5","Eczema"
"IL5","Eosinophilia"
"IL5","Pulmonary Fibrosis"
"IL5","Dermatitis"
"IL5","Asthma"
"IL5","Autistic Disorder"
"IL5","Autoimmune Hepatitis"
"IL6","Multiple Myeloma"
"IL6","Psoriasis"
"IL6","Osteoporosis"
"IL6","Mental Depression"
"IL6","Delirium"
"IL6","Acute Coronary Syndrome"
"IL6","Amnesia"
"IL6","Anemia"
"IL6","Stomach Cancer"
"IL6","Prostate cancer"
"IL6","Myopathy"
"IL6","Heart Failure"
"IL6","Liver Cirrhosis"
"IL6","Myocardial Infarction"
"IL6","Angiolymphoid hyperplasia"
"IL6","HIV Wasting Syndrome"
"IL6","Renal Cancer"
"IL6","Breast Cancer"
"IL6","Rheumatoid Arthritis"
"IL6","Cerebral Ischemia"
"IL6","Seizures"
"IL6","Polymyositis"
"IL6","Wilson Disease"
"IL6","Obesity"
"IL6","Liver Cancer"
"IL6","Meniere Disease"
"IL6","Parkinson Disease"
"IL6","Liver Fibrosis"
"IL6","Hypertensive disease"
"IL6","Middle Cerebral Artery Syndrome"
"IL6","Eczema"
"IL6","Kidney Failure"
"IL6","Cerebral Artery Infarction"
"IL6","Myocardial Failure"
"IL6","Extrahepatic Cholangiocarcinoma"
"IL6","Lung Cancer"
"IL6","Pleuritis"
"IL6","Airway Obstruction"
"IL6","Brain Infarction"
"IL6","Pneumonia"
"IL6","Myocardial Diseases"
"IL6","Colitis"
"IL6","Liver Diseases"
"IL6","Carditis"
"IL6","Hypercalcemia"
"IL6","Nephritis"
"IL6","Thyroid Cancer"
"IL6","Degenerative Diseases Central Nervous System"
"IL6","Libman-Sacks Disease"
"IL6","Neuropathy"
"IL6","Hyperoxaluria"
"IL6","Lichenoid Eruptions"
"IL6","Ovarian Cancer"
"IL6","Hepatitis"
"IL6","Atonic seizures"
"IL6","Carcinoma"
"IL6","Myocarditis"
"IL6","Stroke"
"IL6","Intrahepatic Cholangiocarcinoma"
"IL6","Jacksonian Seizure"
"IL6","Lupus Erythematosus"
"IL6","Autistic Disorder"
"IL6","Bipolar Disorder"
"IL6","Cerebral Thrombosis"
"IL6","Metabolic Syndrome X"
"IL6","Beryllium Disease"
"IL6","Pustulosis"
"IL6","Milk-Alkali Syndrome"
"IL6","Autoimmune Diseases"
"IL6","Chronic Obstructive Pulmonary Disease"
"IL6","Kidney Insufficiency"
"IL6","Leukemia"
"IL6","Luft Disease"
"IL6","Pulmonary Fibrosis"
"IL6","Oxalosis"
"IL6","Myocardial Ischemia"
"IL6","Hemolytic-Uremic Syndrome"
"IL6","Cardiomyopathy"
"IL6","Enteritis"
"IL6","Atherosclerosis"
"IL6","Cholestasis"
"IL6","Crohn Disease"
"IL6","Pregnancy Complications, Cardiovascular"
"IL6","Hyperparathyroidism"
"IL6","Pleural Diseases"
"IL6","Chronic Lung Injury"
"IL6","Gastric Cancer"
"IL6","Leishmaniasis"
"IL6","Schizophrenia"
"IL6","Melancholia"
"IL6","Dermatitis"
"IL6","Aseptic Meningitis"
"IL6","Glomerulonephritis"
"IL6","Autoimmune Hepatitis"
"IL6","Cholangiocarcinoma"
"IL6ST","Pneumonia"
"IL6ST","Middle Cerebral Artery Syndrome"
"IL6ST","Cerebral Artery Infarction"
"IL6ST","Prostate cancer"
"IL6ST","Carcinoma"
"IL6ST","Ovarian Cancer"
"IL6ST","Colorectal Cancer"
"IL6ST","Rheumatoid Arthritis"
"IL6ST","Cerebral Thrombosis"
"IL6ST","Brain Infarction"
"IL6ST","Anaplastic Carcinoma"
"IL6ST","Myocardial Ischemia"
"INHA","Familial Testotoxicosis"
"INHBA","Fibroid Tumor"
"INHBA","Endometrial Cancer"
"INHBA","Schizophrenia"
"INHBA","Liver Failure"
"INHBA","Uterine Fibroids"
"INHBB","Familial Testotoxicosis"
"INS","Kidney Insufficiency"
"INS","Kidney Failure"
"INS","Diastematomyelia"
"INS","Diabetes Mellitus "
"INS","Hyperproinsulinemia"
"INS","MODY"
"INS","Seizures"
"INS","Senile Dementia"
"INS","Hypoglycemia"
"INS","Delirium, Dementia, Amnestic, Cognitive Disorders"
"INS","Mental Depression"
"INS","Ketosis-prone diabetes"
"INS","Mental disorders"
"INS","Alzheimer Disease"
"INS","Diabetic Nephropathy"
"INS","Bipolar Disorder"
"INS","Fatty Liver"
"INS","Polycystic Kidney Diseases"
"INS","Diabetes Insipidus "
"INS","Primary tethered cord syndrome"
"INS","Hepatitis"
"INS","Heart Failure"
"INS","Hyperinsulinism"
"INS","Ventricular Outflow Obstruction"
"INS","Monogenic Diabetes"
"INS","Manic Disorder"
"INS","Cardiomyopathy"
"INS","Cardiac Arrest"
"INS","Atonic seizures"
"INS","Metabolic Syndrome X"
"INS","Hypertensive disease"
"INS","MPTP-Induced Degeneration of the Striatum"
"INS","Metabolic Diseases"
"INS","Diabetes Mellitus, permanent neonatal, with neurologic features"
"INS","Urinary Bladder Diseases"
"INS","Psychosis"
"INS","Obesity"
"INS","Parkinson Disease"
"INS","Jacksonian Seizure"
"INS","Lewy Body Disease"
"INS","Hyperglycemia"
"INS","Prostate cancer"
"INS","Anencephaly"
"INS","Neurenteric Cyst"
"INS","Memory Disorders"
"INS","Neural Tube Defects"
"INS","Autoimmune Diabetes"
"INS","Pancreatitis"
"INS","Glomerulosclerosis"
"INS","Myopathy"
"INS","Diabetic Ketoacidosis"
"INS","Diabetic Cardiomyopathies"
"INS","Panic Attacks"
"INS","Neurocognitive Disorders"
"INS","Myocardial Failure"
"INS","Developmental Delay, Epilepsy, and Neonatal Diabetes"
"INS","Status Dysraphicus"
"INS","Ovarian Cancer"
"INS","Ventricular Fibrillation"
"INS","22q13.3 Deletion Syndrome"
"INS","Kandinsky Syndrome"
"INS","Panic Disorder"
"INS","Brittle diabetes"
"INS","Organic Brain Syndrome, Nonpsychotic"
"INS","Liver Failure"
"INSL3","Cryptorchidism"
"INSL6","Arthritis, Psoriatic"
"INSR","Hyperinsulinism"
"INSR","Congenital diaphragmatic hernia"
"INSR","Insulin Resistance Syndrome"
"INSR","Diabetes Mellitus and Acanthosis"
"INSR","Diabetes Mellitus "
"INSR","Diabetic Neuralgia"
"INSR","Hypothyroidism"
"INSR","Parkinson Disease"
"INSR","Alzheimer Disease"
"INSR","Senile Dementia"
"INSR","Diabetic Neuropathies"
"INSR","Lewy Body Disease"
"INSR","Hyperglycemia"
"INSR","Renal Cancer"
"IRS1","Diabetes Mellitus "
"IRS1","Coronary heart disease"
"IRS1","Prostate cancer"
"IRS1","Arteriosclerosis"
"IRS1","Liver Cancer"
"IRS1","Hyperinsulinism"
"IRS1","Hyperlipidemia"
"IRS1","Obesity"
"IRS2","Liver Cancer"
"IRS2","Medulloblastoma"
"IRS2","Hyperglycemia"
"IRS2","Stomach Cancer"
"IRS2","Gastric Cancer"
"ITGAM","Lupus Erythematosus"
"ITGAM","Bipolar Disorder"
"ITGAM","Systemic Lupus Erythematosus"
"ITGAM","Colitis"
"ITGAM","Schizophrenia"
"ITGAM","Scleroderma"
"ITGAM","Libman-Sacks Disease"
"ITGAM","Leukemia"
"ITGAM","Multiple Sclerosis"
"ITGAM","Dermatitis"
"ITLN1","Crohn Disease"
"ITLN1","Mesothelioma"
"ITLN1","Multiple Sclerosis"
"ITLN1","Asthma"
"ITLN1","Inflammatory Bowel Diseases"
"ITLN1","Diabetes Mellitus "
"JUN","Liver Cancer"
"JUN","Schizophrenia"
"JUN","Mercury Psychosis"
"JUN","Colonic Neoplasms"
"JUN","Osteosarcoma"
"JUN","Petit mal status"
"JUN","Status Epilepticus"
"JUN","Stomach Cancer"
"JUN","Hemangioma"
"JUN","Lung Cancer"
"JUN","Gastric Cancer"
"JUN","Juvenile arthritis"
"JUN","Breast Cancer"
"JUN","Cholestasis"
"JUN","Hypertensive disease"
"JUN","Cerebral Ischemia"
"JUN","Neuropathy"
"JUN","Still Disease"
"JUNB","Status Epilepticus"
"JUNB","Brain Infarction"
"JUNB","Lung Cancer"
"JUNB","Petit mal status"
"JUNB","Cerebral Artery Infarction"
"JUNB","Myocardial Ischemia"
"JUNB","Middle Cerebral Artery Syndrome"
"JUNB","Cerebral Thrombosis"
"KCNQ1","Long QT Syndrome"
"KCNQ1","Diabetes Mellitus "
"KCNQ1","Short Qt Syndrome"
"KCNQ1","Atrial Fibrillation"
"KCNQ1","Adenocarcinoma"
"KCNQ1","Coronary heart disease"
"KCNQ1","Cardiomyopathy"
"KCNQ1","Beckwith-Wiedemann Syndrome"
"KCNQ1","Cribriform Carcinoma"
"KCNQ1","Gout"
"KCNQ1","Intestinal Cancer"
"KCNQ1","Carcinoma"
"KCNQ1","Marfan Syndrome"
"KEAP1","Renal Cancer"
"KEAP1","Cholangitis"
"KEAP1","Keratosis"
"KEAP1","Gall Bladder Cancer"
"KEAP1","Gastrointestinal Diseases"
"KEAP1","Lung Cancer"
"KEAP1","Hepatitis"
"KEAP1","Prostate cancer"
"KEAP1","Colitis"
"KEAP1","Crohn Disease"
"KEAP1","Spondylitis"
"KEAP1","Psoriasis"
"KEAP1","Cholera Infantum"
"KISS1","Cancer Metastasis"
"KISS1","Gastric Cancer"
"KISS1","Head Neoplasms"
"KISS1","Stomach Cancer"
"KISS1","Hypogonadism"
"KL","Tumoral calcinosis"
"KL","Osteoporosis"
"KL","Dermatitis"
"KL","Memory Disorders"
"KL","Learning Disorders"
"KL","Milk-Alkali Syndrome"
"KL","Subfertility"
"KL","Arteriosclerosis"
"KL","Hypercalcemia"
"KL","Hyperphosphatemia"
"KL","Colorectal Cancer"
"KL","Diabetes Mellitus "
"KLK3","Prostate cancer"
"KLK3","Prostate Carcinoma"
"KLK3","Asthma"
"KLK3","Prostatic Hyperplasia"
"KLK3","Prostatic Adenoma"
"KLK3","Prostatic Hypertrophy"
"KNG1","Kidney Insufficiency"
"KNG1","Hypertensive disease"
"KNG1","Kininogen Deficiency"
"KNG1","Liver Diseases"
"KNG1","Hyperemia"
"KNG1","Angioedema"
"KNG1","Kidney Failure"
"KNG1","Hepatitis"
"KNG1","Anaphylaxis"
"KRT18","Liver Cirrhosis"
"KRT18","Liver Failure"
"KRT18","Liver Diseases"
"KRT18","Liver Cancer"
"KRT18","Breast Cancer"
"KRT18","Liver Fibrosis"
"KRT18","Hepatitis"
"KRT8","Breast Cancer"
"KRT8","Liver Cirrhosis"
"KRT8","Adenocarcinoma"
"KRT8","Lung Cancer"
"KRT8","Renal Cancer"
"KRT8","Colorectal Cancer"
"KRT8","Gastric Cancer"
"KRT8","Liver Cancer"
"KRT8","Ovarian Cancer"
"KRT8","Cribriform Carcinoma"
"KRT8","Liver Failure"
"KRT8","Prostate Carcinoma"
"KRT8","Carcinoma"
"KRT8","Endometrial Cancer"
"KRT8","Liver Diseases"
"KRT8","Stomach Cancer"
"KRT8","Ovarian Adenocarcinoma"
"KRT8","Liver Fibrosis"
"LBP","Obesity"
"LBP","Metabolic Syndrome X"
"LBP","Hepatitis"
"LBP","Liver Diseases"
"LCN2","Thalassemia"
"LCN2","Kidney Failure"
"LCN2","Liver Diseases"
"LCN2","Hepatitis"
"LCN2","Kidney Insufficiency"
"LCN2","Schizophrenia"
"LCN2","Tumoral calcinosis"
"LCN2","Heart Diseases"
"LCN2","Rheumatoid Arthritis"
"LCN2","Dermatitis"
"LCN2","Hemoglobin F Disease"
"LCN2","Respiratory Distress Syndrome"
"LDLR","Hypercholesterolemia"
"LDLR","Ischemic Cardiomyopathy"
"LDLR","Hyperlipoproteinemia"
"LDLR","Aortic Aneurysm"
"LDLR","Genetic Diseases"
"LDLR","Arteriosclerosis"
"LDLR","Fatty Liver"
"LDLR","Atherosclerosis"
"LDLR","Dyslipidemias"
"LDLR","Non-alcoholic Fatty Liver Disease"
"LDLR","Coronary heart disease"
"LDLR","Lateral Sclerosis"
"LDLR","Hyperlipidemia"
"LDLR","Obesity"
"LDLR","Lung Cancer"
"LDLR","Pyloric Stenosis"
"LDLR","Myocardial Infarction"
"LEP","Obesity"
"LEP","Autistic Disorder"
"LEP","Colonic Neoplasms"
"LEP","Breast Cancer"
"LEP","Subfertility, Female"
"LEP","Schizophrenia"
"LEP","Hypogonadism"
"LEP","Gastric ulcer"
"LEP","Hyperinsulinism"
"LEP","Atonic seizures"
"LEP","Hypertensive disease"
"LEP","Mental Depression"
"LEP","Seizures"
"LEP","Fatty Liver"
"LEP","Non-alcoholic Fatty Liver Disease"
"LEP","Prostate cancer"
"LEP","Metabolic Syndrome X"
"LEP","Alzheimer Disease"
"LEP","Senile Dementia"
"LEP","Autoimmune Hepatitis"
"LEP","Diabetes Mellitus "
"LEP","Enteritis"
"LEP","Leptin Deficiency"
"LEP","Colitis"
"LEP","Oral ulcer"
"LEP","Psychosis"
"LEP","Non-organic psychosis"
"LEP","Jacksonian Seizure"
"LEP","Crohn Disease"
"LEP","Hypercholesterolemia"
"LEP","Ovarian Cancer"
"LEPR","Diabetes Mellitus "
"LEPR","Breast Cancer"
"LEPR","Antibody Deficiency Syndrome"
"LEPR","Hypogonadism"
"LEPR","Obesity"
"LEPR","Hyperinsulinism"
"LEPR","Granulosa Cell Tumor"
"LEPR","Diabetic Neuralgia"
"LEPR","Immunologic Deficiency Syndromes"
"LEPR","Pituitary Diseases"
"LEPR","Subfertility, Female"
"LEPR","Diabetic Neuropathies"
"LEPR","Hyperglycemia"
"LEPR","Subfertility"
"LEPR","Hyperlipidemia"
"LEPR","Leptin Receptor Deficiency"
"LEPR","Inborn Errors of Metabolism"
"LEPR","Pancreatic Diseases"
"LEPR","Fatty Liver"
"LEPR","Granulosa Cell Cancer"
"LEPR","Respiratory Tract Infections"
"LEPR","Dyslipidemias"
"LEPR","Hypertensive disease"
"LHB","Hypogonadism"
"LHB","Subfertility, Female"
"LHB","Hyperprolactinemia"
"LHB","Isolated lutropin deficiency"
"LHB","Ovarian Cancer"
"LHB","Male infertility"
"LHB","Leydig Cell Tumor"
"LHB","Hypertensive disease"
"LHB","Precocious Puberty"
"LHCGR","Leydig cell agenesis"
"LHCGR","Leydig Cell Hypoplasia"
"LHCGR","Gonadal Dysgenesis, 46,XY"
"LHCGR","Familial Testotoxicosis"
"LHCGR","Leydig Cell Adenoma"
"LHCGR","Ambiguous Genitalia"
"LHCGR","Male infertility"
"LHCGR","Pseudohermaphroditism"
"LHCGR","Luteinizing Hormone Resistance"
"LHCGR","Intersex Conditions"
"LHCGR","Hermaphroditism"
"LHCGR","Disorders of Sex Development"
"LHCGR","Leydig Cell Tumor"
"LHCGR","Sex Differentiation Disorders"
"LIF","Delirium"
"LIF","Mental Depression"
"LIF","Non-alcoholic Fatty Liver Disease"
"LIF","Female Urogenital Diseases"
"LIF","Subfertility, Female"
"LIF","Ovarian Cancer"
"LIPC","Diabetes Mellitus "
"LIPC","Coronary heart disease"
"LIPC","Hepatic lipase deficiency"
"LIPC","Hyperlipidemia"
"LIPC","Hyperlipoproteinemia"
"LIPC","Hypercholesterolemia"
"LIPC","Stroke"
"LIPC","Lipid Metabolism, Inborn"
"LIPC","Macular Degeneration"
"LIPC","Hyperemia"
"LIPC","Geographic Atrophy"
"LIPC","Atrial Fibrillation"
"LIPC","Heart Failure"
"LIPE","Lipodystrophy"
"LMNA","Cardiomyopathy"
"LMNA","Genetic Diseases"
"LMNA","Charcot-Marie-Tooth Disease"
"LMNA","Mandibuloacral dysplasia"
"LMNA","Muscular Dystrophy"
"LMNA","Lipodystrophy"
"LMNA","Dysautonomia"
"LMNA","Progeria"
"LMNA","Restrictive dermopathy"
"LMNA","Scleroderma"
"LMNA","Ventricular Tachycardia"
"LMNA","Heart Block"
"LMNA","HIV-Associated Lipodystrophy Syndrome"
"LMNA","Foot Deformity"
"LMNA","Najjar syndrome"
"LMNA","Parkinson Disease"
"LMNA","Malouf syndrome"
"LMNA","Morphea"
"LMNA","Ovarian Cancer"
"LMNA","Myopathy"
"LMNA","Holt-Oram syndrome"
"LMNA","Arrhythmogenic Right Ventricular Dysplasia"
"LMNA","Hand Deformities"
"LMNA","Lung Cancer"
"LMNB2","Epilepsy"
"LMNB2","Colorectal Cancer"
"LMNB2","Lipodystrophy"
"LOX","Marfan Syndrome"
"LOX","Wilson Disease"
"LOX","Liver Cirrhosis"
"LOX","Oral submucosal fibrosis"
"LOX","Biliary Cirrhosis"
"LOX","Aortic Valve Insufficiency"
"LOX","Hepatitis B"
"LOX","Ehlers-Danlos Syndrome"
"LOX","Aortic Aneurysm"
"LOX","Osteosarcoma"
"LOX","Hepatitis C"
"LOX","Liver Fibrosis"
"LPA","Arteriosclerosis"
"LPA","Hypoprebetalipoproteinemia"
"LPA","Ischemic Cardiomyopathy"
"LPA","Atherosclerosis"
"LPA","Myocardial Infarction"
"LPA","Coronary heart disease"
"LPA","Stroke"
"LPA","Lipoprotein A Deficiency"
"LPA","Lung Cancer"
"LPA","Deep Vein Thrombosis"
"LPA","Aortic valve calcification"
"LPA","Aortic Valve Stenosis"
"LPA","Hypercholesterolemia"
"LPA","Acute Coronary Syndrome"
"LPIN1","Myoglobinuria"
"LPL","Hyperlipoproteinemia"
"LPL","Prostate cancer"
"LPL","Hyperlipidemia"
"LPL","Hypercholesterolemia"
"LPL","Pancreatitis"
"LPL","Obesity"
"LPL","Carcinoma"
"LPL","Schizophrenia"
"LPL","Myocardial Diseases"
"LPL","Cardiomyopathy"
"LPL","Anaplastic Carcinoma"
"LPL","Coronary heart disease"
"LPL","Dyslipidemias"
"LPL","Genetic Diseases"
"LPL","Metabolic Syndrome X"
"LPL","Hepatitis C"
"LPL","Hypertensive disease"
"LPL","Arteriosclerosis"
"LPL","Colonic Neoplasms"
"LRP5","Vitreoretinopathy"
"LRP5","Osteoporosis with pseudoglioma"
"LRP5","Genetic Diseases"
"LRP5","Van Buchem disease"
"LRP5","Retinopathy of Prematurity"
"LRP5","Worth disease"
"LRP5","Osteoporosis"
"LUM","Muscular Dystrophy"
"LUM","Liver Fibrosis"
"LUM","Liver Cirrhosis"
"LYN","Lupus Erythematosus"
"LYN","HIV Coinfection"
"LYN","Hypertensive disease"
"LYN","HIV Infections"
"MAK","Retinitis Pigmentosa"
"MAP3K4","Endometriosis"
"MAP3K4","Bilateral Wilms Tumor"
"MAP3K4","Nephroblastoma"
"MAP3K4","Endometrial Cancer"
"MAPK1","Lung Cancer"
"MAPK1","Trigeminal neuralgia"
"MAPK1","Bladder Cancer"
"MAPK1","Cerebral Ischemia"
"MAPK1","Stomach Cancer"
"MAPK1","Juvenile arthritis"
"MAPK1","Ovarian Cancer"
"MAPK1","Head Neoplasms"
"MAPK1","Anhedonia"
"MAPK1","Gastric Cancer"
"MAPK1","Subfertility, Female"
"MAPK1","Bipolar Disorder"
"MAPK1","Cardiomyopathy"
"MAPK1","Renal Cancer"
"MAPK1","Multiple Sclerosis"
"MAPK1","Pneumonia"
"MAPK1","Schizophrenia"
"MAPK1","Lymphoma"
"MAPK1","Head and Neck Neoplasms"
"MAPK1","Digestive Track Neoplasms"
"MAPK1","Still Disease"
"MAPK1","Neck Neoplasms"
"MAPK1","Neuronal ceroid lipofuscinosis"
"MAPK1","Myocardial Diseases"
"MAPK1","Carcinoma"
"MAPK1","Cholestasis"
"MAPK14","Mental Depression"
"MAPK14","Myeloid Leukemia"
"MAPK14","Liver Cancer"
"MAPK14","Diabetes Mellitus "
"MAPK14","Cardiomyopathy"
"MAPK14","Neuropathy"
"MAPK14","Lung Cancer"
"MAPK14","Schizophrenia"
"MAPK14","Diabetic Foot"
"MAPK14","Mood Disorders"
"MAPK14","Myocardial Ischemia"
"MAPK14","Cholestasis"
"MAPK14","Myocardial Diseases"
"MAPK3","Cardiomyopathy"
"MAPK3","Lung Cancer"
"MAPK3","Mental Depression"
"MAPK3","Renal Cancer"
"MAPK3","Neuronal ceroid lipofuscinosis"
"MAPK3","Prostate cancer"
"MAPK3","Myocardial Diseases"
"MAPK3","Cholestasis"
"MAPK3","Stomach Cancer"
"MAPK3","Trigeminal neuralgia"
"MAPK3","Ovarian Cancer"
"MAPK3","Head and Neck Neoplasms"
"MAPK3","Schizophrenia"
"MAPK3","Digestive Track Neoplasms"
"MAPK3","Gastric Cancer"
"MAPK3","Cerebral Ischemia"
"MAPK3","Neck Neoplasms"
"MAPK3","Head Neoplasms"
"MAPK3","Carcinoma"
"MAPK3","Subfertility, Female"
"MAPK3","Pneumonia"
"MAPK9","Trigeminal neuralgia"
"MAPK9","Cholestasis"
"MAPRE1","Myocardial Ischemia"
"MCF2L2","Colorectal Cancer"
"MDH2","Encephalopathies"
"MDH2","Mitochondrial Diseases"
"MDH2","Adrenal Cancer"
"MDH2","Carcinoma"
"MDH2","Anaplastic Carcinoma"
"MDH2","Intellectual Disability"
"MDM2","Prostate cancer"
"MDM2","Male infertility"
"MDM2","Breast Cancer"
"MDM2","HIV Infections"
"MDM2","Lung Cancer"
"MDM2","Lipoma"
"MDM2","HIV Coinfection"
"MEP1A","Colonic Neoplasms"
"MIF","Anxiety Disorders"
"MIF","Stevens-Johnson Syndrome"
"MIF","Meniere Disease"
"MIF","Rheumatoid Arthritis"
"MIF","Memory Disorders"
"MIF","Carcinoma"
"MIF","Mental Depression"
"MIF","Melancholia"
"MIF","Schizophrenia"
"MIF","Prostate cancer"
"MIF","Colitis"
"MIF","Breast Cancer"
"MIF","Autistic Disorder"
"MIF","Anaplastic Carcinoma"
"MIF","Lung Cancer"
"MIR126","Breast Cancer"
"MIR126","Respiratory Distress Syndrome"
"MIR126","Lung Cancer"
"MIR145","Lymphoma"
"MIR145","Leukemia"
"MIR145","Esophagus Neoplasm"
"MIR145","Breast Cancer"
"MIR145","Lung Cancer"
"MIR145","Glomerulosclerosis"
"MIR145","Diabetic Nephropathy"
"MIR146A","Carcinoid Tumor"
"MIR146A","Breast Cancer"
"MIR146A","Senile Dementia"
"MIR146A","Arteriosclerosis"
"MIR146A","Alzheimer Disease"
"MIR146A","Carcinoma"
"MIR146A","Lung Cancer"
"MIR146A","Argentaffinoma"
"MIR155","Lung Cancer"
"MIR155","Carcinoid Tumor"
"MIR155","Argentaffinoma"
"MIR155","Carcinoma"
"MIR155","Pancreatitis"
"MIR222","Argentaffinoma"
"MIR222","Breast Cancer"
"MIR222","Carcinoma"
"MIR222","Liver Diseases"
"MIR222","Lung Cancer"
"MIR222","Hepatitis"
"MIR222","Mouth Neoplasms"
"MIR222","Diabetes Mellitus "
"MIR222","Carcinoid Tumor"
"MIR222","Head Neoplasms"
"MIR23A","Hepatitis"
"MIR23A","Liver Diseases"
"MIR23A","Autistic Disorder"
"MIR23B","Hepatitis"
"MIR23B","Liver Diseases"
"MIR27A","Pancreatitis"
"MIR27A","Diabetes Mellitus "
"MIR29A","Liver Cancer"
"MIR29A","Lung Cancer"
"MIR29A","Breast Cancer"
"MIR29A","Pancreatitis"
"MIR320A","Liver Diseases"
"MIR320A","Hepatitis"
"MIR323A","Thyroid Cancer"
"MIR429","Breast Cancer"
"MIR429","Pancreatitis"
"MIR483","Liver Diseases"
"MIR483","Liver Cirrhosis"
"MIR483","Diabetes Mellitus "
"MIR483","Hepatitis"
"MIR574","Hepatitis"
"MIR574","Liver Diseases"
"MIR592","Liver Diseases"
"MIR592","Hepatitis"
"MIR638","Lung Cancer"
"MIR93","Liver Diseases"
"MIR93","Colorectal Cancer"
"MIR93","Liver Cirrhosis"
"MIR93","Hepatitis"
"MIR93","Osteosarcoma"
"MIR99A","Hepatitis"
"MIR99A","Liver Diseases"
"MIR99A","Hepatitis B"
"MIR99A","Cholestasis"
"MIR99A","Respiratory Distress Syndrome"
"MIRLET7I","Hepatitis"
"MIRLET7I","Liver Diseases"
"MIRLET7I","Cholestasis"
"MKNK2","Cleft upper lip"
"MMP1","Atherosclerosis"
"MMP1","Lung Cancer"
"MMP1","Breast Cancer"
"MMP1","Colorectal Cancer"
"MMP1","Ocular Hypertension"
"MMP1","Non-alcoholic Fatty Liver Disease"
"MMP1","Oral submucosal fibrosis"
"MMP2","Liver Cirrhosis"
"MMP2","Breast Cancer"
"MMP2","Aortic Rupture"
"MMP2","Tumoral calcinosis"
"MMP2","Leishmaniasis"
"MMP2","Torg-Winchester Syndrome"
"MMP2","Diabetic Neuralgia"
"MMP2","Liver Diseases"
"MMP2","Metabolic Bone Disorder"
